drink_alcohol,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,traveltime,studytime,famrel,freetime,goout,health,absences,Marks
1,MS,M,18,R,GT3,T,1,3,at_home,other,mother,2,2,3,3,4,3,0,9
1,MS,M,18,U,LE3,T,4,4,teacher,services,mother,2,3,4,2,2,5,0,16
0,MS,F,17,R,GT3,T,1,1,other,services,mother,3,1,5,2,1,1,0,9
0,MS,F,18,U,GT3,T,2,3,at_home,services,father,2,1,5,2,3,4,0,10
1,MS,F,18,R,GT3,T,4,4,other,teacher,father,3,2,3,2,2,5,0,0
1,MS,M,18,R,LE3,T,1,2,at_home,services,father,3,1,4,3,3,3,3,10
0,MS,F,17,U,GT3,T,2,2,other,at_home,mother,1,3,3,4,3,3,8,12
1,MS,F,17,R,GT3,T,1,2,other,other,mother,1,1,3,5,5,1,4,9
0,MS,F,18,R,LE3,T,4,4,other,other,mother,2,3,5,4,4,1,0,17
0,MS,F,18,R,GT3,T,1,1,other,other,mother,4,3,4,3,2,4,4,12
0,MS,F,19,R,GT3,T,1,1,at_home,other,other,2,2,4,3,3,3,4,9
1,MS,F,18,R,LE3,T,4,4,teacher,services,mother,1,2,5,4,3,2,1,14
0,MS,F,18,U,GT3,T,3,3,other,other,mother,1,2,4,1,3,1,1,16
1,MS,F,17,R,GT3,T,3,1,at_home,other,mother,1,2,4,5,4,1,10,9
1,MS,M,18,U,GT3,T,4,4,teacher,teacher,father,1,2,3,2,4,2,4,19
1,MS,M,18,R,GT3,T,2,1,other,other,mother,2,1,4,4,3,5,0,0
0,MS,M,17,U,GT3,T,2,3,other,services,father,2,2,4,4,3,3,4,16
1,MS,M,19,R,GT3,T,1,1,other,services,mother,2,1,4,3,2,5,0,0
1,MS,M,18,R,GT3,T,4,2,other,other,father,2,1,5,4,3,3,0,0
1,MS,F,18,R,GT3,T,2,2,at_home,other,mother,2,3,5,3,3,4,0,15
0,MS,F,17,U,GT3,T,4,3,teacher,other,mother,2,2,5,5,4,1,0,11
1,MS,F,18,R,GT3,T,4,4,teacher,at_home,mother,3,1,4,4,3,5,4,10
0,MS,F,19,R,GT3,T,2,3,services,other,mother,1,3,5,4,2,5,4,10
0,MS,F,18,U,LE3,T,3,1,teacher,services,mother,1,2,4,3,4,1,4,16
0,MS,F,18,U,GT3,T,1,1,other,other,mother,2,2,1,1,1,5,6,9
1,MS,M,17,U,LE3,T,3,1,services,services,mother,2,1,2,4,5,2,6,10
1,MS,M,18,R,LE3,T,3,2,services,other,mother,3,1,4,4,1,5,4,11
