Sindaci e Vicesindaci - elenco completo Italia
aggiornato al 6/4/2020
codice_regione;codice_provincia;codice_comune;denominazione_comune;sigla_provincia;popolazione_censita;titolo_accademico;cognome;nome;sesso;data_nascita;luogo_nascita;descrizione_carica;data_elezione;data_entrata_in_carica;partito;titolo_studio;professione
04;083;1710;STENICO;TN;1137;;MATTEVI;MONICA;F;07/01/1971;BOLZANO (BZ);Sindaco;10/05/2015;11/05/2015;;LAUREA;Insegnanti di scuola primaria e materna
04;083;1720;STORO;TN;4655;;TURINELLI;LUCA;M;13/06/1980;TIONE DI TRENTO (TN);Sindaco;10/05/2015;25/05/2015;Colore Politico non pervenuto | Lista Civica non pervenuta;LAUREA;Procuratori legali e avvocati ed esperti legali in imprese o enti pubblici
04;083;1730;STREMBO;TN;531;;BOTTERI;GUIDO;M;17/04/1953;STREMBO (TN);Sindaco;15/11/2015;15/11/2015;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;COMMERCIANTI E ESERCENTI DI NEGOZIO
04;083;1770;TELVE;TN;1995;;TRENTIN;FABRIZIO;M;10/12/1976;TRENTO (TN);Sindaco;10/05/2015;11/05/2015;;LAUREA;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
04;083;1780;TELVE DI SOPRA;TN;617;;COLME;IVANO;M;26/11/1963;BORGO VALSUGANA (TN);Sindaco;10/05/2015;10/05/2015;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;AUTISTI
04;083;1790;TENNA;TN;955;;VALENTINI;ANTONIO;M;27/08/1973;LEVICO TERME (TN);Sindaco;10/05/2015;10/05/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
04;083;1800;TENNO;TN;1967;;MAROCCHI;GIULIANO;M;15/11/1970;RIVA DEL GARDA (TN);Sindaco;10/03/2019;11/03/2019;;LICENZA MEDIA SUPERIORE;DIRIGENTI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI
04;083;1820;TERRAGNOLO;TN;755;ING;GALLETTI;LORENZO;M;29/05/1986;ROVERETO (TN);Sindaco;10/05/2015;10/05/2015;;LAUREA;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
04;083;1825;TERRE D'ADIGE;TN;3011;;TASIN;RENATO;M;05/12/1966;TRENTO (TN);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: UNIAMO TERRE D'ADIGE;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;PAVIMENTATORI ADILI, STRADALI E ASSIMILATI
04;083;1840;TERZOLAS;TN;606;;MANINI;ENRICO;M;14/10/1955;CLES (TN);Sindaco;10/05/2015;10/05/2015;;LICENZA MEDIA SUPERIORE;SPECIALISTI E TECNICI IN SCIENZE E ATTIVITA' GESTIONALI, COMMERCIALI E BANCARIE
04;083;1850;TESERO;TN;2868;;CESCHINI;ELENA;F;23/05/1987;CAVALESE (TN);Sindaco;10/05/2015;11/05/2015;;LAUREA  BREVE;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
04;083;1880;TIONE DI TRENTO;TN;3608;;ANTOLINI;EUGENIO;M;13/06/1968;TIONE DI TRENTO (TN);Sindaco;26/05/2019;27/05/2019;;LICENZA MEDIA SUPERIORE;Agricoltori e operai agricoli
04;083;1890;TON;TN;1319;;FEDRIZZI;ANGELO;M;02/09/1971;MEZZOLOMBARDO (TN);Sindaco;10/05/2015;11/05/2015;Colore Politico non pervenuto;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONTABILI, ECONOMI, CASSIERI NON ALTROVE CLASSIFICATI
04;083;1910;TORCEGNO;TN;697;;CAMPESTRINI;ORNELLA;F;26/10/1958;BORGO VALSUGANA (TN);Sindaco;10/05/2015;11/05/2015;;LICENZA MEDIA SUPERIORE;Insegnanti di scuola primaria e materna
04;083;1920;TRAMBILENO;TN;1355;;VIGAGNI;FRANCO;M;12/06/1955;ROVERETO (TN);Sindaco;09/03/2014;09/03/2014;LISTA CIVICA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
04;083;1940;TRENTO;TN;114198;;ANDREATTA;ALESSANDRO;M;04/02/1957;TRENTO (TN);Sindaco;10/05/2015;11/05/2015;Colore Politico non pervenuto;LAUREA;INSEGNANTI DI SCUOLA ELEMENTARE E ASSIMILATI
04;083;1955;TRE VILLE;TN;1396;;LEONARDI;MATTEO;M;06/07/1982;TIONE DI TRENTO (TN);Sindaco;08/05/2016;09/05/2016;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
04;083;1975;VALDAONE;TN;1220;;PELLIZZARI;KETTY;F;05/08/1973;TRENTO (TN);Sindaco;10/05/2015;10/05/2015;;LAUREA;
04;083;1980;VALFLORIANA;TN;530;;TONINI;MICHELE;M;06/02/1970;TRENTO (TN);Sindaco;04/05/2014;05/05/2014;;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
04;083;1990;VALLARSA;TN;1343;;PLAZZER;MASSIMO;M;30/05/1988;ROVERETO (TN);Sindaco;10/05/2015;11/05/2015;;LAUREA;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
04;083;1995;VALLELAGHI;TN;4798;;BRESSAN;GIANNI;M;22/01/1957;VEZZANO (TN);Sindaco;08/05/2016;09/05/2016;LISTA CIVICA: VALLELAGHI | LISTA CIVICA: 3 INSIEME VALLELAGHI;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PERITI INDUSTRIALI, PERITI CHIMICI, PERITI D'ARTE E ASSIMILATI
04;083;2020;VERMIGLIO;TN;1869;;PANIZZA;ANNA;F;29/10/1969;CLES (TN);Sindaco;04/05/2014;05/05/2014;LISTA CIVICA;LAUREA;PROFESSORI DI SCUOLA MEDIA E ASSIMILATI
04;083;2041;VIGNOLA-FALESINA;TN;162;;ANDERLE;DANILO;M;16/08/1972;LEVICO TERME (TN);Sindaco;10/05/2015;10/05/2015;;;
04;083;2100;VILLA LAGARINA;TN;3692;;BARONI;ROMINA;F;31/12/1969;ROVERETO (TN);Sindaco;04/05/2014;05/05/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
04;083;2111;VILLE D'ANAUNIA;TN;4902;;FACINELLI;FRANCESCO;M;28/02/1984;CLES (TN);Sindaco;08/05/2016;23/05/2016;LISTA CIVICA: COSTRUIAMO IL NOSTRO FUTURO;LAUREA;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
04;083;2120;VOLANO;TN;3125;;FURLINI;MARIA ALESSANDRA;F;06/06/1956;VOLANO (TN);Sindaco;10/05/2015;11/05/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
04;083;2140;ZIANO DI FIEMME;TN;1679;;VANZETTA;FABIO;M;07/08/1963;CAVALESE (TN);Sindaco;10/05/2015;11/05/2015;Lista Civica non pervenuta;LICENZA MEDIA INFERIORE;
05;010;0010;AGORDO;BL;4249;;CHISSALE';ROBERTO;M;15/10/1964;AGORDO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PER AGORDO;TITOLI O DIPLOMI PROFESSIONALI POST MEDIA SUPER.;ARTIGIANI E OPERAI SPECIALIZZATI
05;010;0020;ALANO DI PIAVE;BL;2926;;BOGANA;AMALIA SERENELLA;F;14/09/1958;VALDOBBIADENE (TV);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: UNITI PER ALANO;LAUREA;PROFESSORI DI SCUOLA SECONDARIA SUPERIORE E ASSIMILATI
05;010;0030;ALLEGHE;BL;1331;;DE TONI;DANILO;M;02/11/1956;ALLEGHE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: ALLEGHE DOMANI;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
05;010;0035;ALPAGO;BL;7175;;SOCCAL;UMBERTO;M;24/10/1950;PIEVE D'ALPAGO (BL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: INSIEME SI CRESCE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
05;010;0040;ARSIE';BL;2465;;STRAPPAZZON;LUCA;M;06/06/1978;FELTRE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: UNITI PER ARSIÈ;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;TECNICI CON MANSIONI ESECUTIVE ESCLUSE LE PROFESSIONI AGRICOLE
05;010;0050;AURONZO DI CADORE;BL;3453;;PAIS BECHER;TATIANA;F;15/11/1972;AURONZO DI CADORE (BL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: INSIEME PER AURONZO;LAUREA;COMMERCIANTI E ESERCENTI DI NEGOZIO
05;010;0060;BELLUNO;BL;35591;;MASSARO;JACOPO;M;12/02/1974;FIRENZE (FI);Sindaco;11/06/2017;27/06/2017;LISTA CIVICA: IN MOVIMENTO | LISTA CIVICA: INSIEME PER BELLUNO | LISTA CIVICA: BELLUNO D+;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
05;010;0070;BORCA DI CADORE;BL;818;;SALA;BORTOLO;M;15/10/1953;BELLUNO (BL);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: INSIEME PER BORCA;LAUREA;ALTRI INGEGNERI
05;010;0075;BORGO VALBELLUNA;BL;13993;ING;CESA;STEFANO;M;18/02/1977;FELTRE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PERCORSO COMUNE;LAUREA;Impiegati di aziende, imprese, enti economici e soggetti di diritto privato con qualifiche non direttive
05;010;0080;CALALZO DI CADORE;BL;2173;;DE CARLO;LUCA;M;07/08/1972;PIEVE DI CADORE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: IO AMO CALALZO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;RAPPRESENTANTI DI COMMERCIO, VIAGGIATORI, MEDIATORI E ASSIMILATI
05;010;0081;CANALE D'AGORDO;BL;1172;;COLCERGNAN;FLAVIO;M;10/08/1950;CANALE D'AGORDO (BL);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: UN PROGETTO PER CANALE;TITOLI O DIPLOMI PROFESSIONALI POST MEDIA INFER.;INSEGNANTI DI SCUOLA ELEMENTARE E ASSIMILATI
05;010;0100;CENCENIGHE AGORDINO;BL;1402;;SOPPELSA;MAURO;M;30/09/1961;SVIZZERA;Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: CENCENIGHE CIVICA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PERITI INDUSTRIALI, PERITI CHIMICI, PERITI D'ARTE E ASSIMILATI
05;010;0110;CESIOMAGGIORE;BL;4145;;ZANELLA;CARLO;M;18/01/1973;FELTRE (BL);Sindaco;11/06/2017;12/06/2017;;;
05;010;0120;CHIES D'ALPAGO;BL;1411;;DAL BORGO;GIANLUCA;M;26/08/1971;BELLUNO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: COSTRUIRE IL DOMANI;LICENZA MEDIA SUPERIORE;Infermieri ed ostetrici professionisti
05;010;0130;CIBIANA DI CADORE;BL;423;;GOSETTI;MATTIA;M;25/09/1983;PIEVE DI CADORE (BL);Sindaco;26/05/2019;27/05/2019;;LICENZA MEDIA SUPERIORE;ARTIGIANI E OPERAI SPECIALIZZATI
05;010;0140;COLLE SANTA LUCIA;BL;391;;FRENA;PAOLO;M;29/06/1963;AGORDO (BL);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: INSIEME PER COLLE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;INSEGNANTI DI SCUOLA ELEMENTARE E ASSIMILATI
05;010;0150;COMELICO SUPERIORE;BL;2341;;STAUNOVO POLACCO;MARCO;M;26/10/1973;PIEVE DI CADORE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: CREDIAMO NEL COMELICO;LAUREA;INGEGNERI EDILI
05;010;0160;CORTINA D'AMPEZZO;BL;5890;DOTT;GHEDINA;GIANPIETRO;M;19/01/1966;CORTINA D'AMPEZZO (BL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: SISTEMA CORTINA;LAUREA;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE COMMERCIALI
05;010;0170;DANTA DI CADORE;BL;514;;MATTEA;IVANO;M;06/06/1952;DANTA DI CADORE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER DANTA;TITOLI O DIPLOMI PROFESSIONALI POST MEDIA INFER.;CONDIZIONI NON PROFESSIONALI
05;010;0180;DOMEGGE DI CADORE;BL;2575;;BARNABO';ACHILLE;M;12/07/1959;BELLUNO (BL);Sindaco;26/05/2019;27/05/2019;;LAUREA;SPECIALISTI E TECNICI NELLE SCIENZE DELLA SALUTE E ADDETTI A SERVIZI SANITARI
05;010;0190;FALCADE;BL;2055;;COSTA;MICHELE;M;09/03/1976;AGORDO (BL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: LEALI PER FALCADE;LAUREA;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
05;010;0210;FELTRE;BL;20525;INS;PERENZIN;PAOLO;M;27/09/1978;FELTRE (BL);Sindaco;11/06/2017;13/06/2017;LISTA CIVICA: CITTADINANZA E PARTECIPAZIONE | PARTITO DEMOCRATICO | SINISTRA: FELTRINA | LISTA CIVICA: IDEA PER FELTRE;LAUREA;Professori di scuola secondaria superiore e inferiore
05;010;0220;FONZASO;BL;3322;;SLONGO;GIORGIO;M;08/09/1956;ROMA (RM);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: BENE COMUNE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
05;010;0250;GOSALDO;BL;723;;DALLE FESTE;GIOCONDO;M;28/05/1954;GOSALDO (BL);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: GOSALDO OGGI PER DOMANI;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
05;010;0260;LAMON;BL;3046;;NOVENTA;ORNELLA;F;04/03/1966;PADOVA (PD);Sindaco;11/06/2017;12/06/2017;;LICENZA MEDIA SUPERIORE;
05;010;0270;LA VALLE AGORDINA;BL;1150;;ZUANEL;EZIO;M;16/10/1950;LA VALLE AGORDINA (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER LA VALLE;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
05;010;0290;LIMANA;BL;5061;;DE ZANET;MILENA;F;01/04/1976;BELLUNO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: OLTRE LIMANA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
05;010;0300;LIVINALLONGO DEL COL DI LANA;BL;1384;;GRONES;LEANDRO;M;05/11/1967;AGORDO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: AUNA PER FODOM;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;ESERCENTI DI ALBERGHI, RISTORANTI E ASSIMILATI
05;010;0311;LONGARONE;BL;5555;;PADRIN;ROBERTO;M;22/07/1970;BELLUNO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PARTECIPAZIONE COMUNE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;SCRITTORI, GIORNALISTI E PUBBLICISTI
05;010;0320;LORENZAGO DI CADORE;BL;567;;D'AMBROS;MARCO;M;28/06/1982;PIEVE DI CADORE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: SIAMO LORENZAGO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;INSEGNANTI DI SCUOLA ELEMENTARE E ASSIMILATI
05;010;0350;OSPITALE DI CADORE;BL;326;;SANTIN;ROBERTO;M;09/12/1975;BELLUNO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: UNITI PER OSPITALE;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;IDRAULICI, STAGNINI E TERMOIDRAULICI
05;010;0360;PEDAVENA;BL;4429;;CASTELLAZ;NICOLA;M;29/08/1975;FELTRE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PEDAVENA DEMOCRATICA;LAUREA;PROFESSORI DI SCUOLA SECONDARIA SUPERIORE E ASSIMILATI
05;010;0370;PERAROLO DI CADORE;BL;383;;SVALUTO FERRO;PIER LUIGI;M;02/08/1953;PERAROLO DI CADORE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER GUARDARE AVANTI;LAUREA;PROFESSORI DI SCUOLA SECONDARIA SUPERIORE E ASSIMILATI
05;010;0390;PIEVE DI CADORE;BL;3956;;CASAGRANDE;GIUSEPPE;M;15/05/1954;FARRA DI SOLIGO (TV);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: PROGETTO CADORE;LICENZA MEDIA SUPERIORE;
05;010;0400;PONTE NELLE ALPI;BL;8387;;VENDRAMINI;PAOLO;M;25/01/1964;CORTINA D'AMPEZZO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: DIREZIONE COMUNE;LAUREA;PROFESSORI DI SCUOLA SECONDARIA SUPERIORE E ASSIMILATI
05;010;0421;QUERO VAS;BL;3338;;ZANOLLA;BRUNO;M;18/02/1964;QUERO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: IMPEGNO E FUTURO;LAUREA;INGEGNERI EDILI
05;010;0430;RIVAMONTE AGORDINO;BL;666;;DEON;GIOVANNI;M;12/06/1949;SEDICO (BL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: INSIEME A RIVA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;DISEGNATORI TECNICI E CARTOGRAFI
05;010;0440;ROCCA PIETORE;BL;1322;;DE BERNARDIN;SEVERINO ANDREA;M;21/07/1968;AGORDO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PROGETTO ROCCA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;ESERCENTI DI ALBERGHI, RISTORANTI E ASSIMILATI
05;010;0450;SAN GREGORIO NELLE ALPI;BL;1607;;BADOLE;MIRCO;M;12/02/1966;AGORDO (BL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: GUARDIAMO AVANTI;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
05;010;0460;SAN NICOLO' DI COMELICO;BL;405;;IANESE;GIANCARLO;M;23/07/1942;SAN NICOLO' DI COMELICO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: ALLEANZA PROGRESSISTA;LICENZA ELEMENTARE;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
05;010;0470;SAN PIETRO DI CADORE;BL;1690;;CASANOVA CONSIER;MANUEL;M;20/08/1979;PIEVE DI CADORE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: IDENTITÀ E FUTURO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
05;010;0480;SANTA GIUSTINA;BL;6767;;MINELLA;IVAN;M;25/07/1989;FELTRE (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: CIVICAMENTE PER SANTA GIUSTINA;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
05;010;0490;SAN TOMASO AGORDINO;BL;683;;DE VAL;MORENO;M;04/07/1965;AGORDO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: SAN TOMASO SI PUÒ FARE;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
05;010;0500;SANTO STEFANO DI CADORE;BL;2663;;MENEGHETTI;OSCAR;M;20/02/1942;UDINE (UD);Sindaco;26/05/2019;27/05/2019;;;
05;010;0510;SAN VITO DI CADORE;BL;1813;;DE BON;FRANCO;M;01/09/1953;BELLUNO (BL);Sindaco;31/05/2015;01/06/2015;;;
05;010;0530;SEDICO;BL;9906;;DEON;STEFANO;M;27/12/1972;BELLUNO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PROGETTO PER SEDICO;LAUREA;ARCHITETTI
05;010;0540;SELVA DI CADORE;BL;517;;CESTARO;SILVIA;F;06/12/1972;TREVISO (TV);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: LA NOSTRA VALLE;LAUREA;CASALINGHE
05;010;0550;SEREN DEL GRAPPA;BL;2557;;SCOPEL;DARIO;M;17/10/1984;SVIZZERA;Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: CRESCERE INSIEME;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
05;010;0560;SOSPIROLO;BL;3213;;DE BON;MARIO;M;22/07/1969;PIEVE DI CADORE (BL);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: PROGETTO SOSPIROLO;LAUREA;Professori di scuola secondaria superiore e inferiore
05;010;0570;SOVERZENE;BL;418;;BURIGO;GIANNI;M;03/02/1957;SOVERZENE (BL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: PER SOVERZENE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;TECNICI CON MANSIONI DIRETTIVE E DI CONCETTO ESCLUSE LE PROFESIONI AGRICOLE
05;010;0580;SOVRAMONTE;BL;1514;;DALLA TORRE;FEDERICO;M;07/02/1976;FELTRE (BL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: LIBERA MENTE PER SOVRAMONTE;;INSEGNANTI DI SCUOLA ELEMENTARE E ASSIMILATI
05;010;0590;TAIBON AGORDINO;BL;1788;;TORMEN;SILVIA;F;13/09/1980;AGORDO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: TAIBON PER LA CONTINUITÀ;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
05;010;0600;TAMBRE;BL;1425;;FACCHIN;OSCAR;M;21/04/1965;SVIZZERA;Sindaco;11/06/2017;12/06/2017;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;OPERATORI RADIOGRAFICI, OTTICI, ODONTOTECNICI E ASSIMILATI
05;010;0615;VAL DI ZOLDO;BL;3464;;DE PELLEGRIN;CAMILLO;M;13/06/1974;GERMANIA;Sindaco;05/06/2016;06/06/2016;;LAUREA;Procuratori legali e avvocati ed esperti legali in imprese o enti pubblici
05;010;0620;VALLADA AGORDINA;BL;514;;LUCHETTA;FABIO FERDINANDO;M;13/04/1971;AGORDO (BL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: LA VALADA;TITOLI O DIPLOMI PROFESSIONALI POST MEDIA INFER.;CUOCHI DI ALBERGHI,DI PUBBLICI ESERCIZI E ASSIMILATI
05;010;0630;VALLE DI CADORE;BL;2052;AVV;HOFER;MARIANNA;F;25/04/1981;PIEVE DI CADORE (BL);Sindaco;31/05/2015;01/06/2015;;LAUREA;SPECIALISTI IN SCIENZE GIURIDICHE
05;010;0650;VIGO DI CADORE;BL;1499;;DA RIN BETTINA;MAURO;M;22/12/1967;SVIZZERA;Sindaco;05/06/2016;06/06/2016;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;ARTIGIANI E OPERAI SPECIALIZZATI
05;010;0660;VODO CADORE;BL;891;;BELFI;DOMENICO;M;10/03/1967;PAESI BASSI;Sindaco;31/05/2015;01/06/2015;;LAUREA;ARCHITETTI
05;010;0690;ZOPPE' DI CADORE;BL;265;;BORTOLOT;RENZO;M;14/07/1963;GERMANIA;Sindaco;31/05/2015;01/06/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;INSEGNANTI NON ALTROVE CLASSIFICATI
05;054;0010;ABANO TERME;PD;19349;DOTT;BARBIERATO;FEDERICO;M;27/01/1970;MONSELICE (PD);Sindaco;11/06/2017;27/06/2017;LISTA CIVICA: PASSIONE ABANO | PARTITO DEMOCRATICO | LISTA CIVICA: SPORT TURISMO AMBIENTE | LISTA CIVICA: CITTADINI PER IL CAMBIAMENTO;LAUREA;DIRIGENTI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI
05;054;0020;AGNA;PD;3400;DOTT;PIVA;GIANLUCA;M;11/04/1974;CONSELVE (PD);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: AGNA RESPONSABILE;LAUREA;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
05;054;0030;ALBIGNASEGO;PD;23464;AVV;GIACINTI;FILIPPO;M;18/11/1974;PADOVA (PD);Sindaco;05/06/2016;07/06/2016;LISTA CIVICA: ALBIGNASEGO DEI CITTADINI | LISTA CIVICA: VENETO LIBERTA' | FORZA ITALIA-CIVICA | LISTA CIVICA: CITTA' DI ALBIGNASEGO | LISTA CIVICA: GIACINTI SINDACO;LAUREA;AVVOCATI E PROCURATORI LEGALI
